2026-02-05T01:57:17.000000000Z [inf]  Starting Container
2026-02-05T01:58:04.553110865Z [err]      _readyState: 3,
2026-02-05T01:58:04.553110902Z [err]      _closeMessage: <Buffer >,
2026-02-05T01:58:04.553111966Z [err]    },
2026-02-05T01:58:04.553116534Z [err]    [Symbol(kType)]: 'error',
2026-02-05T01:58:04.553116997Z [err]      _bufferedAmount: 0,
2026-02-05T01:58:04.553119971Z [err]        open: [Function]
2026-02-05T01:58:04.553123798Z [err]  Failed to get reward offers: ErrorEvent {
2026-02-05T01:58:04.553124784Z [err]        close: [Function],
2026-02-05T01:58:04.553128012Z [err]      _receiver: null,
2026-02-05T01:58:04.553130254Z [err]      _closeTimer: null,
2026-02-05T01:58:04.553133316Z [err]      _isServer: false,
2026-02-05T01:58:04.553134662Z [err]      },
2026-02-05T01:58:04.553138325Z [err]      [errors]: [ [Error], [Error] ]
2026-02-05T01:58:04.553143896Z [err]      _closeFrameReceived: false,
2026-02-05T01:58:04.553144951Z [err]      _sender: null,
2026-02-05T01:58:04.553149912Z [err]      _errorEmitted: true,
2026-02-05T01:58:04.553150856Z [err]      _closeFrameSent: false,
2026-02-05T01:58:04.553153378Z [err]        at internalConnectMultiple (node:net:1122:18)
2026-02-05T01:58:04.553157550Z [err]    },
2026-02-05T01:58:04.553159191Z [err]        at internalConnectMultiple (node:net:1122:18)
2026-02-05T01:58:04.553166140Z [err]      _extensions: {},
2026-02-05T01:58:04.553170511Z [err]        at afterConnectMultiple (node:net:1689:7) {
2026-02-05T01:58:04.553172452Z [err]    [Symbol(kMessage)]: ''
2026-02-05T01:58:04.553173054Z [err]      _closeTimeout: 30000,
2026-02-05T01:58:04.553173314Z [err]        at afterConnectMultiple (node:net:1689:7) {
2026-02-05T01:58:04.553175948Z [err]      _eventsCount: 4,
2026-02-05T01:58:04.553179607Z [err]        error: [Function],
2026-02-05T01:58:04.553182529Z [err]      _paused: false,
2026-02-05T01:58:04.553188196Z [err]      code: 'ECONNREFUSED',
2026-02-05T01:58:04.553188781Z [err]  }
2026-02-05T01:58:04.553189501Z [err]      _maxListeners: undefined,
2026-02-05T01:58:04.553195508Z [err]      _req: null,
2026-02-05T01:58:04.553204497Z [err]      _binaryType: 'arraybuffer',
2026-02-05T01:58:04.553206312Z [err]      [Symbol(shapeMode)]: false,
2026-02-05T01:58:04.553211003Z [err]    },
2026-02-05T01:58:04.553217334Z [err]      [Symbol(kCapture)]: false
2026-02-05T01:58:04.553218506Z [err]      _closeCode: 1006,
2026-02-05T01:58:04.553219779Z [err]  Failed to create demo user: ErrorEvent {
2026-02-05T01:58:04.553221424Z [err]    [Symbol(kMessage)]: ''
2026-02-05T01:58:04.553240462Z [err]      _closeFrameSent: false,
2026-02-05T01:58:04.554607077Z [err]        close: [Function],
2026-02-05T01:58:04.554615304Z [err]        open: [Function]
2026-02-05T01:58:04.554623483Z [err]      },
2026-02-05T01:58:04.554632084Z [err]      _eventsCount: 4,
2026-02-05T01:58:04.554640328Z [err]      _maxListeners: undefined,
2026-02-05T01:58:04.554648504Z [err]      _binaryType: 'arraybuffer',
2026-02-05T01:58:04.554656353Z [err]      _closeCode: 1006,
2026-02-05T01:58:04.554680484Z [err]      _closeTimer: null,
2026-02-05T01:58:04.554699504Z [err]      _autoPong: true,
2026-02-05T01:58:04.554707774Z [err]      _extensions: {},
2026-02-05T01:58:04.554708090Z [err]      _closeTimer: null,
2026-02-05T01:58:04.554715930Z [err]      _closeTimeout: 30000,
2026-02-05T01:58:04.554718572Z [err]      _paused: false,
2026-02-05T01:58:04.554728927Z [err]      _url: 'wss://postgres.railway.internal/v2',
2026-02-05T01:58:04.554729155Z [err]      _protocol: '',
2026-02-05T01:58:04.554744380Z [err]        at afterConnectMultiple (node:net:1689:7) {
2026-02-05T01:58:04.554751224Z [err]      _readyState: 3,
2026-02-05T01:58:04.554757177Z [err]      [Symbol(shapeMode)]: false,
2026-02-05T01:58:04.554762667Z [err]      _protocol: '',
2026-02-05T01:58:04.554766741Z [err]      _receiver: null,
2026-02-05T01:58:04.554767923Z [err]      [errors]: [ [Error], [Error] ]
2026-02-05T01:58:04.554768854Z [err]    [Symbol(kType)]: 'error',
2026-02-05T01:58:04.554769943Z [err]      [Symbol(kCapture)]: false
2026-02-05T01:58:04.554775791Z [err]      _readyState: 3,
2026-02-05T01:58:04.554778754Z [err]        error: [Function],
2026-02-05T01:58:04.554783348Z [err]      _sender: null,
2026-02-05T01:58:04.554792079Z [err]      _receiver: null,
2026-02-05T01:58:04.554795125Z [err]      _binaryType: 'arraybuffer',
2026-02-05T01:58:04.554797902Z [err]      _socket: null,
2026-02-05T01:58:04.554806401Z [err]      _closeCode: 1006,
2026-02-05T01:58:04.554810357Z [err]        close: [Function],
2026-02-05T01:58:04.554814713Z [err]        open: [Function]
2026-02-05T01:58:04.554817730Z [err]  }
2026-02-05T01:58:04.554822172Z [err]      _eventsCount: 4,
2026-02-05T01:58:04.554830653Z [inf]  1:58:04 AM [express] GET /api/school-level/config 200 in 73ms :: {"level":"high_school","displayName…
2026-02-05T01:58:04.554831546Z [err]    [Symbol(kTarget)]: WebSocket {
2026-02-05T01:58:04.554832931Z [err]      _maxListeners: undefined,
2026-02-05T01:58:04.554836077Z [err]      _socket: null,
2026-02-05T01:58:04.554845404Z [err]      _events: [Object: null prototype] {
2026-02-05T01:58:04.554849929Z [err]      _extensions: {},
2026-02-05T01:58:04.554852804Z [err]      _closeFrameReceived: false,
2026-02-05T01:58:04.554855516Z [err]      _redirects: 0,
2026-02-05T01:58:04.554855836Z [err]      _isServer: false,
2026-02-05T01:58:04.554857181Z [err]      _bufferedAmount: 0,
2026-02-05T01:58:04.554859071Z [err]      _closeTimeout: 30000,
2026-02-05T01:58:04.554864859Z [err]      _closeFrameSent: false,
2026-02-05T01:58:04.554873721Z [err]        at internalConnectMultiple (node:net:1122:18)
2026-02-05T01:58:04.554875399Z [err]      _isServer: false,
2026-02-05T01:58:04.554877024Z [err]      _url: 'wss://postgres.railway.internal/v2',
2026-02-05T01:58:04.554879604Z [err]      _closeMessage: <Buffer >,
2026-02-05T01:58:04.554880824Z [err]    [Symbol(kMessage)]: ''
2026-02-05T01:58:04.554887874Z [err]      _autoPong: true,
2026-02-05T01:58:04.554888674Z [err]        at afterConnectMultiple (node:net:1689:7) {
2026-02-05T01:58:04.554898077Z [err]      _protocol: '',
2026-02-05T01:58:04.554898723Z [err]  }
2026-02-05T01:58:04.554907787Z [err]        message: [Function],
2026-02-05T01:58:04.554915555Z [err]      _errorEmitted: true,
2026-02-05T01:58:04.554916364Z [err]      _protocol: '',
2026-02-05T01:58:04.554916492Z [err]      },
2026-02-05T01:58:04.554922037Z [err]      _url: 'wss://postgres.railway.internal/v2',
2026-02-05T01:58:04.554925327Z [err]        close: [Function],
2026-02-05T01:58:04.554928779Z [err]  COPPA enforcement error: ErrorEvent {
2026-02-05T01:58:04.554932398Z [err]      _closeMessage: <Buffer >,
2026-02-05T01:58:04.554935635Z [err]      _redirects: 0,
2026-02-05T01:58:04.554936408Z [err]      _readyState: 3,
2026-02-05T01:58:04.554938153Z [err]      _eventsCount: 4,
2026-02-05T01:58:04.554948280Z [err]    [Symbol(kTarget)]: WebSocket {
2026-02-05T01:58:04.554948684Z [err]      [Symbol(shapeMode)]: false,
2026-02-05T01:58:04.554949064Z [err]    },
2026-02-05T01:58:04.554949153Z [err]      _receiver: null,
2026-02-05T01:58:04.554949913Z [err]        open: [Function]
2026-02-05T01:58:04.554950002Z [err]      _autoPong: true,
2026-02-05T01:58:04.554953249Z [err]      _maxListeners: undefined,
2026-02-05T01:58:04.554955180Z [err]      _closeTimer: null,
2026-02-05T01:58:04.554962581Z [err]      _closeTimeout: 30000,
2026-02-05T01:58:04.554964395Z [err]      [Symbol(shapeMode)]: false,
2026-02-05T01:58:04.554964719Z [err]      [Symbol(kCapture)]: false
2026-02-05T01:58:04.554966676Z [err]      _sender: null,
2026-02-05T01:58:04.554976979Z [err]      _url: 'wss://postgres.railway.internal/v2',
2026-02-05T01:58:04.554978489Z [err]      _errorEmitted: true,
2026-02-05T01:58:04.554980874Z [err]    },
2026-02-05T01:58:04.554981790Z [err]      [Symbol(kCapture)]: false
2026-02-05T01:58:04.554983494Z [err]      _socket: null,
2026-02-05T01:58:04.554989543Z [err]      _closeCode: 1006,
2026-02-05T01:58:04.554994291Z [err]      _extensions: {},
2026-02-05T01:58:04.554994497Z [err]      _bufferedAmount: 0,
2026-02-05T01:58:04.555003960Z [err]      _isServer: false,
2026-02-05T01:58:04.555004241Z [err]    },
2026-02-05T01:58:04.555008789Z [err]      _paused: false,
2026-02-05T01:58:04.555012037Z [err]      _closeFrameSent: false,
2026-02-05T01:58:04.555018202Z [err]    [Symbol(kType)]: 'error',
2026-02-05T01:58:04.555028217Z [err]    [Symbol(kError)]: AggregateError [ECONNREFUSED]: 
2026-02-05T01:58:04.555037407Z [err]        at internalConnectMultiple (node:net:1122:18)
2026-02-05T01:58:04.555045274Z [err]        at afterConnectMultiple (node:net:1689:7) {
2026-02-05T01:58:04.555052400Z [err]      code: 'ECONNREFUSED',
2026-02-05T01:58:04.555070353Z [err]    },
2026-02-05T01:58:04.555084651Z [err]  }
2026-02-05T01:58:04.555092630Z [inf]  1:58:04 AM [express] GET /api/rewards/offers/all/all 500 in 63ms :: {"message":"Failed to get reward…
2026-02-05T01:58:04.555102039Z [inf]  1:58:04 AM [express] GET /api/posts 500 in 56ms :: {"message":""}
2026-02-05T01:58:04.555113818Z [err]  Failed to create demo user: ErrorEvent {
2026-02-05T01:58:04.555116090Z [err]      code: 'ECONNREFUSED',
2026-02-05T01:58:04.555121555Z [err]      [errors]: [ [Error], [Error] ]
2026-02-05T01:58:04.555131254Z [err]    [Symbol(kMessage)]: ''
2026-02-05T01:58:04.555132784Z [err]      _events: [Object: null prototype] {
2026-02-05T01:58:04.555136724Z [err]  }
2026-02-05T01:58:04.555142597Z [inf]  🔒 SECURITY_AUDIT: {"timestamp":"2026-02-05T01:58:04.537Z","eventType":"CLAIM_CODE_EVENT","userId":"student-001","userRole":"student","action":"REDEEM_FAILED","success":false,"details":{"blockReason":"COPPA_ENFORCEMENT_ERROR","error":"Unknown error","endpoint":"/api/tokens","timestamp":"2026-02-05T01:58:04.537Z","security_context":"coppa_compliant_registration","compliance_note":"Student registration audit - no sensitive data stored","data_minimization":"COPPA_COMPLIANT"},"compliance":"COPPA_FERPA_NCMEC_COMPLIANT"}
2026-02-05T01:58:04.555147535Z [inf]  1:58:04 AM [express] GET /api/tokens 500 in 66ms :: {"error":"Account access verification temporaril…
2026-02-05T01:58:04.555150674Z [err]        message: [Function],
2026-02-05T01:58:04.555158170Z [err]        close: [Function],
2026-02-05T01:58:04.555174903Z [err]      },
2026-02-05T01:58:04.555189260Z [err]      _maxListeners: undefined,
2026-02-05T01:58:04.555195987Z [err]      _binaryType: 'arraybuffer',
2026-02-05T01:58:04.555209269Z [err]      _closeFrameReceived: false,
2026-02-05T01:58:04.555223081Z [err]      _closeMessage: <Buffer >,
2026-02-05T01:58:04.555230318Z [err]      _closeTimer: null,
2026-02-05T01:58:04.555255957Z [err]      _paused: false,
2026-02-05T01:58:04.555263169Z [err]      _protocol: '',
2026-02-05T01:58:04.555270070Z [err]      _readyState: 3,
2026-02-05T01:58:04.555276881Z [err]      _receiver: null,
2026-02-05T01:58:04.555283771Z [err]      _sender: null,
2026-02-05T01:58:04.555291384Z [err]      _socket: null,
2026-02-05T01:58:04.555298391Z [err]      _bufferedAmount: 0,
2026-02-05T01:58:04.555305611Z [err]      _isServer: false,
2026-02-05T01:58:04.555312717Z [err]      _redirects: 0,
2026-02-05T01:58:04.555319703Z [err]      _autoPong: true,
2026-02-05T01:58:04.555333951Z [err]      _url: 'wss://postgres.railway.internal/v2',
2026-02-05T01:58:04.555341054Z [err]      _req: null,
2026-02-05T01:58:04.555358339Z [err]      [Symbol(kCapture)]: false
2026-02-05T01:58:04.555372984Z [err]    [Symbol(kType)]: 'error',
2026-02-05T01:58:04.555379969Z [err]    [Symbol(kError)]: AggregateError [ECONNREFUSED]: 
2026-02-05T01:58:04.555394211Z [err]        at afterConnectMultiple (node:net:1689:7) {
2026-02-05T01:58:04.555401081Z [err]      code: 'ECONNREFUSED',
2026-02-05T01:58:04.555439344Z [inf]  1:58:04 AM [express] GET /api/surprise-giveaways/campaigns 200 in 59ms :: [{"id":"weekly-kindness-su…
2026-02-05T01:58:04.555454553Z [err]    [Symbol(kTarget)]: WebSocket {
2026-02-05T01:58:04.555491791Z [err]        open: [Function]
2026-02-05T01:58:04.555499310Z [err]      },
2026-02-05T01:58:04.555513706Z [err]      _maxListeners: undefined,
2026-02-05T01:58:04.555531626Z [err]      _closeCode: 1006,
2026-02-05T01:58:04.555552882Z [err]      _closeMessage: <Buffer >,
